map	sentences	rate	ABC	P	Q	R	S
15.png	池袋駅から徒歩圏でサンシティホテルとファミリーマートが向かいにある。	2.2	A	1	0	0	0
15.png	池袋駅東武デパート側出口で、サンシティホテルとファミリーマートの向かい	2.857142857	A	0	1	0	0
15.png	通りの右手にホテルサンシティがあり後ろは通りを挟んでマツモトキヨシがある地点	2.685714286	A	0	1	0	0
15.png	池袋駅の西口(東武)側で、マツモトキヨシとサンシティの間に位置する。	2.942857143	A	0	0	0	1
15.png	池袋駅の東武側にあり、マツモトキヨシの向かい側で　かつサンシティのビルの向かい側の場所	2.657142857	A	0	1	0	0
15.png	右側にサンシティが見え、後方にマツモトキヨシや池袋駅が見え、前方と左側にファミリーマートが見える。	3.028571429	A	1	0	0	0
15.png	東武池袋駅からマツモトキヨシ側に出てサンシティーを右手側に見える建物。その位置からはマツモトキヨシ側の前でサンシティー側からは左。	2.628571429	A	1	1	0	0
15.png	右手にサンシティがあり、左斜め後ろにはマツモトキヨシがあり、左手にあるファミリーマートのビルから3つ目の場所。	2.628571429	A	1	0	0	0
15.png	JR池袋駅を背にし、三井住友銀行とサンシティホテルとファミリーマートがある広い通りに位置している。サンシティホテルから１本向こうの三井住友銀行側に位置している。	2.514285714	A	0	1	0	0
15.png	東武東上線の池袋駅と地下鉄副都心線の池袋駅の間でホテルサンシティと道路を挟んで向かい側にある。	2.4	A	0	0	0	1
15.png	ルミネと反対側の線路沿いのサンシティホテルを背に線路から二つ目の通りのサンシティホテルの向かいの場所	2.457142857	A	0	1	0	1
15.png	大久保医院からファミリーマートに向かいその先のサンシティを右に曲がったところ	2.657142857	A	0	0	1	0
15.png	サンシティとマツモトキヨシの間、サンシティとマツモトキヨシの間	2.114285714	A	0	0	0	1
15.png	池袋駅から東武デパート方面にでてサンシャインシティまで歩き、左に曲がった正面が目的地。	2.628571429	A	0	0	1	0
15.png	池袋駅前のマツモトキヨシを背にして立ったときにサンシャインシティホテルの左隣りにある建物	2.828571429	A	0	1	0	0
15.png	三井住友とSBI新生の間にある２つの通りの細いファミリーマートがある側の道を通り、左手にファミリーマートがあり、そのままサンシティ方面に歩きます。##サンシティが正面に見える道路の左手前が目的地です。	2.628571429	A	0	0	1	0
15.png	JR池袋駅を背にしてサンシティホテル方向。##サンシティホテルと大久保医院のある道路とサンシティホテルと三井住友銀行のある道路の交差点。##サンシティホテルの向かい側の場所。	3.171428571	A	0	0	0	1
15.png	マツモトキヨシとドン・キホーテを結んだ線と、ロサ会館とタワーレコードを結んだ線が交わる位置。	1.657142857	A	0	0	0	1
15.png	サンシティとマツモトキヨシに位置する所が目的地です。	2.171428571	A	0	0	0	1
15.png	東武池袋駅を出て線路沿いに歩いてもらったらサンシティホテルがあるのでその向かい。	2.742857143	A	0	0	1	0
15.png	池袋駅東武側、サンシティホテルの並びにあり、線路沿いではない。	2	A	0	0	0	1
15.png	池袋駅の東武の出口を出て、東武会館の横を通り、まっすぐマクドナルドとマツモトキヨシの道を行き、突き当りをサンシティ方面に曲がりサンシティ手前にある道を挟んだ向かいの角。	2.742857143	A	0	0	1	0
15.png	サンシティの向かい側にあります。大久保医院を池袋駅側に直進したら右手にあります。	2.685714286	A	0	1	1	0
15.png	池袋駅を背にし、マツモトキヨシの通りの反対側で、サンシティの隣のところ。	2.857142857	A	0	1	0	0
15.png	池袋駅東口に出ます##まつきよが見えたら、ファミマのところまで歩きます。##そしたら目的地が見えます	2.285714286	A	0	0	1	0
15.png	池袋駅を東武側に出て、正面を右折。マツモトキヨシを過ぎ、さらにその隣のビルを過ぎた角を右折。サンシティ手前の左手のビル。	2.942857143	A	0	0	1	0
15.png	池袋駅の東武デパート側で、サンシティホテルの隣に位置し、マツモトキヨシの裏手になる	2.971428571	A	0	0	0	1
15.png	池袋駅近くのマツモトキヨシの区画とサンシティとファミリーマートのある区画に挟まれた1つ目の建物の付近	2.514285714	A	0	0	0	1
15.png	近くにサンシャインシティとマツモトキヨシがあり右に進むとドン・キホーテがある	2.314285714	A	1	0	0	0
15.png	池袋駅西口を出て、北に向かってマツモトキヨシを通り過ぎての向かい、サンシティのところの横。	2.628571429	B	0	0	0	0
15.png	池袋駅からサンシティのほうに進んだ線路とは反対側の番地の駅寄り	2.142857143	A	0	0	1	0
15.png	東武池袋駅を背にして、線路沿いにサンシティホテル方面に向かい、ホテル手前の路地を曲がってすぐの角が目的の場所。	3.171428571	A	0	0	1	0
15.png	池袋駅に近く、サンシティホテルの道を挟んで横の建物	2.657142857	A	0	1	0	1
15.png	西京信用金庫と線路の間の通りを西京信用金庫を右側に見て前に進み、前方サンシティホテルを過ぎたところで右折したところの右側	2.771428571	A	0	0	1	0
16.png	内宿駅を後ろにして左へ進み、通りに出たら右折、前進して左の斉藤油店を通過してしばらく行くと目的地	2.4	A	0	0	1	0
16.png	内宿駅前広場からセイムスを目指し、セイムスの直前で左に曲がり、突き当りまで進み、付き合ったら左折する	2.742857143	A	0	0	1	0
16.png	セイムス、東光院、内宿駅の3点を頂点とした三角形のセイムスから垂直に降ろした直線と東光院-内宿駅間の直線の交差するところ	2.457142857	A	0	0	0	1
16.png	内宿台4にあります。内宿区民センター東光院があり、別のほうが国は斎藤石油が小道を挟んだ向こうに見えます。	2	A	1	0	0	1
16.png	内宿駅から桂全寺方向へ向かう。##最初に線路を越えられる地点で線路の反対側へ出て、そのまま直進していくと目的地が存在する。####	2.542857143	A	0	0	1	0
16.png	内宿駅そばの桂全寺から、踏切を渡って斉藤油店の道を進んで内宿区民センターの方に曲がる四つ目の左角です。	2.714285714	A	0	0	1	0
16.png	現場は斎藤油の左側にあり、現場より後方へいくと内宿区民センターがあり、また左前方へいき左折するとセイムス、その手前を右へ行くと内宿駅があります。	2.342857143	A	1	1	0	0
16.png	内宿駅から斉藤油店のある通りをそのまままっすぐ内宿台４丁目まで進む	1.828571429	A	0	0	1	0
16.png	桂全寺より内宿駅方面へ道を進め、左手側の線路を渡り、さらに左手側に斎藤油店がでてくるまで進む。##斎藤油店より左に曲がる角を2本過ぎたのち、３本目の角の手前側の地点が目的地。	2.742857143	A	0	0	1	0
16.png	斎藤油店が前方の右手に見え右手には内宿区民センターがあり後方右手には東光院が見えます。後方左手遠くにセイムス左手前方には内宿駅があります。	2.885714286	A	1	0	0	0
16.png	桂金寺を背にして前方を見て、斎藤油店を左側に見て斎藤油店の先の左側	2.285714286	A	0	1	0	0
16.png	内宿駅と東光院の間##斉藤油店から出て左手方向	1.942857143	A	0	0	1	1
16.png	斎藤油店と東光院の間、斎藤油店と東光院の間、斎藤油店と東光院の間	2.057142857	A	0	0	0	1
16.png	正面に内宿区民センターがあり、右手に道路があり、左手に途中までのカーブのある通路がある場所。	2.428571429	A	1	0	0	0
16.png	内宿の駅を出たらトイレのある方へ向かいセイムスがある左に曲がり、セイムス前の1本前の路地を左に入り、突き当たりまで歩いたら左に見える路地の左側角。	3.114285714	A	0	0	1	0
16.png	内宿区民センター間から、内宿駅のほうを見て内宿内4の丁字路反対側。	2.257142857	A	0	1	0	1
16.png	東光院からセイムス方向に向かいます。最初に出る十字路のような道を右折します。##右折してから真っすぐ行くと右折出来る箇所が２つあるので２箇所目の右奥が目的地になります。##	3	A	0	0	1	0
16.png	鉄道の線路を背にして左手に斉藤油店を見ながら直進、左折する道を1つやり過ごし直進した2つ目の左折する道の一画に丸印の場所はある	2.885714286	A	0	0	1	0
16.png	内宿駅を出て右折。突き当たりを右折し、線路を渡って直進。斉藤油店を左に見てさらにしばらく進んだ左手の場所。	2.942857143	A	0	0	1	0
16.png	駅ホームから、線路と反対側の道を寺の方向に歩き、最初の交差路を右に回って直進する。斉藤油店を超えて、３つ目の道とまじわる地点、交差する手前の左角。	2.371428571	A	0	0	1	0
16.png	内宿駅を背にして内宿区民センターの方を向き、斉藤油店のある通りを駅と反対側に進んだ位置。	2.857142857	A	0	0	1	0
16.png	セイムスから斉藤油店と内宿区民センターの方を見て、それらの中間の方向。	2.514285714	A	0	1	0	1
16.png	内宿駅から桂全寺に向かって前に進み、踏切のところを左に向かい、斎藤油店を越えて二つ目の曲がり角、左の場所	2.6	A	0	0	1	0
16.png	内宿区民センターと東光院の間の道をセイムス方向に進み十字路を抜けた先の場所	2.885714286	A	0	0	1	0
16.png	前に進むと斎藤油店がありさらに先に進むと内宿駅がある##左に進むとセイムスがある	2.142857143	A	0	0	1	0
16.png	内宿の駅前の広い場所を駅を背にして左へまがり、一本目の路地を左に入ると、つきあたるので、左に見える路地手前の左側角。	2.914285714	A	0	0	1	0
16.png	セイムスから東光院方面に行き五差路を左に曲がり道沿いに三番目の角のところ	2.514285714	A	0	0	1	0
16.png	内宿区民センターより内宿駅に向かって直進し、大通り(T字路）の内宿区民センターを背にして、右角。	2.514285714	A	0	0	1	0
16.png	内宿駅ロータリーを背にして大通りに出て左折、一つ目の十字路を左折して突き当りまで進み、突き当たったら左折すぐの右に伸びている路地の先右角が目的地	2.8	A	0	0	1	0
16.png	セイムスを右手に見て内宿駅に向かう道を進み一つ目の十字路を右折突き当りを左折しはす向かいの地点	2.4	A	0	0	1	0
16.png	駅を背にして、内宿台４の内宿台区民センターへ左折して入る角。	2.171428571	A	0	0	1	0
16.png	内宿を背にして左側に進み一つ目の交差店を右に進み斎藤油店を左手にし進み内宿台4を目標に進んだ5番目の交差点の左側に位置します	2.771428571	A	0	0	1	0
16.png	内宿駅から、桂全寺方面に歩き踏みきりを右に曲がる斉藤油店を通りすぎ、次の角の左手が目的地。	2.457142857	A	0	0	1	0
16.png	斉藤油店から駅とは反対方向に進んで２つ目の左側手前の角	2.514285714	A	0	0	1	0
16.png	斉藤油店から内宿駅の反対側に直進して内宿区民センター側のほうにあります。	2.571428571	A	0	0	1	0
16.png	内宿台4丁目で、斉藤油店の通り沿いにあります。近くには内宿区民センター、東光院という寺院があります。	2.6	A	1	0	0	0
16.png	内宿駅のロータリーを出たら左へ進み、次の角（セイムス）を左に曲がり直進し突き当りを渡ったら左に進むと右側が目的地です。	3.028571429	A	0	0	1	0
16.png	内宿駅の近辺にあります。内宿区民センターや東光院のあるブロックの五叉路の駅方向に向かう一番太い道路を正面にして右折し２つ道を越えた角が目的地です。	2.828571429	A	0	0	1	0
16.png	内宿駅を出て、斉藤油店の方に進み、斉藤油店を過ぎて2つめの角の位置です。	3.285714286	A	0	0	1	0
16.png	内宿駅近くの桂金寺の三叉路で、斉藤油店がある方向に向かって歩き、沿線を越え斉藤油店より少し幅の拾い通路と、狭い通路を超えた、次の通路との間の地点	2.571428571	A	0	0	1	0
17.png	水辺の広場からテニスコートと多目的広場の間にある通路を直進するとある。水辺の広場から45°くらい。	2.114285714	A	0	0	1	0
17.png	この場所は、水辺の広場から記念公園の第二球場を見たとき、その右手側にあります。周りには他に、テニスコートや多目的広場もあります。	2.428571429	A	0	1	0	0
17.png	町政施工記念公園とあじさい園の間にある通りとWC側に向かい第二球場と過ぎた地点	2.428571429	A	0	0	0	1
17.png	すぐそばに第二球場がありその先には多目的広場とテニスコートがある。	1.742857143	A	0	0	0	0
17.png	町制施工記念公園の第二野球場のホームベース側にある左隣の広場から川沿いの川の方を見て右端	2.257142857	A	0	0	0	1
17.png	右手に第二球場、後方に多目的広場に囲まれた区画の中で第二球場との間にある道を右手に見ながらその道に沿って前方の川まで突き当たった場所。	3	A	0	0	1	0
17.png	町制施行記念公園内にあり、第二球場の左となりに位置する。道を挟んだ反対側には、水辺のひろばとトイレがあり、その中間に位置する	2.657142857	A	0	1	0	0
17.png	第二球場のバックネット側で、水路を挟んだトイレの左斜め向かい	2.857142857	A	0	1	0	0
17.png	大通りを走行中に、水辺の広場の向かい側で町制施行記念公園第二駐車場の隣に所在する	1.828571429	A	0	1	0	0
17.png	町制記念公園第二球場と水辺の広場の間の道を公衆便所の方向に向かい、最初の橋を左折して川を渡った所。	3.028571429	A	0	0	1	0
17.png	第二球場と多目的広場の間の道路沿い、川辺の橋付近##川の対岸に水辺の広場	2.371428571	A	0	0	0	1
17.png	第２球場の外側で水辺の森のトイレのある付近で道を挟んだ通りの向こう側に位置する	2.457142857	A	0	0	0	1
17.png	水辺の広場を背中に置いて第二球場を見て、第二球場からテニスコートへ抜ける道の小川を渡って直ぐのところ。	2.742857143	A	0	1	0	0
17.png	テニスコートから、第二球場のホームベース地点へ向かって進み、突き当たったところ。	2.6	A	0	0	1	0
17.png	町制施行記念公園内の第二球場と水辺の広場の間の道を第二球場を左手に見ながら進んだ左手のカーブの手前の場所	2.742857143	A	0	0	1	0
17.png	町制施行記念公園の第二球場のホーム近くです。球場から通りをはさんだところです。	2.085714286	A	0	0	0	1
17.png	町制施行記念公園のテニスコートと多目的広場に垂直に通じる第二球場入口の反対側	2.314285714	A	0	0	0	1
17.png	多目的広場とテニスコートを背にして前方を見て、突き当り手前の左側	2.2	A	0	1	0	0
17.png	町政施行記念公園第二球場	0.714285714	A	0	0	0	1
17.png	町政施工記念公園の第二球場のすぐ隣で、水路をはさんで隣接する水辺の広場からWCのある側の斜向かいの場所が目的地??です。	2.485714286	A	0	0	0	1
17.png	水辺の広場から第二球場を道路を挟んで正面に向いたとき、道路を挟んで左右に分かれた内の右の前方にある場所	2.057142857	A	0	1	0	0
17.png	あじさい園の中の水辺の広場の前の第二球場のはしっこにいて近くにトイレがあります。	2.028571429	A	0	0	0	1
17.png	町制施行記念公園第二球場のバラ園反対側の道と水辺の広場側から第二球場側への途中で終わる道の間、水辺の広場方向第二球場側の位置。	2.457142857	A	0	0	0	1
17.png	後ろには小川があり、左手には第二球場があり、第二球場右手横の通路と右手の通路の間の場所。	2.028571429	A	1	0	0	0
17.png	水辺の広場を背にして多目的広場を目視できる第二球場の隅	2.457142857	A	1	0	0	0
17.png	町制施行記念公園の第一球場と第二球場に挟まれた道を、第一球場を左手に、第二球場を右手にテニスコート方面へ進み、多目的広場の手前で右折し、突き当たり付近まで進んだ左側の場所です。	3.085714286	A	0	0	1	0
17.png	テニスコートと多目的広場を背に、第二球場を右側に臨む道を進み、小川と突き当たる左側	3.114285714	A	0	0	1	0
17.png	水辺の広場近くのｗｃから第二球場方面へ向かうと橋が幾つかあり、一番手前の橋を渡ったところ。	2.8	A	0	0	1	0
17.png	町制施行記念公園第二球場の1塁側の道路をバックネット方向に進んで行き止まりになる水路の手前、左側が●です。	3.114285714	A	0	0	1	0
17.png	テニスコート右斜め後ろ、多目的広場を左になるようにクロスした道を真っすぐ進む。右手にある第二球場が終わる辺りにある水辺に架かる橋の手前左の角のところです。	2.542857143	A	0	0	1	0
17.png	町制施行記念公園内にある第一球場と第二球場、そしてテニスコートに挟まれたT字路を多目的広場に向かい歩きます。##第二球場に沿って右折をし、そのまま真っすぐ歩きます。##突き当りまで歩くと小川がありますのでその左側が目的地になります。	3.114285714	A	0	0	1	0
17.png	第二球場の隣、多目的広場の隣、川を挟んで水辺の広場の隣、向かい、トイレの近く。	2.342857143	A	0	0	0	1
17.png	西蔵院というお寺に隣接しているあじさい園と水辺の広場前第二球場の中にあるに位置し	2.028571429	A	0	0	0	1
17.png	第二球場の端、正面に小川が流れている場所。 小川を挟んで右サイドには水辺の広場、左サイドにはトイレがあります。	2.6	A	1	0	0	0
17.png	町制施行記念公園とバラ園の間の川沿いの道を歩き第二球場の先のすぐ左側。	2.714285714	A	0	0	1	0
17.png	第二球場に隣り合っていて、水辺の広場の前の通りをWC側に少し進んだ所	2.514285714	A	0	0	1	1
17.png	川に沿った道の、第二球場側に位置する。多目的広場へのびる二本の道の間に位置する。	2.542857143	A	0	0	0	1
17.png	記念公園の第二球場の横の道沿いです。水辺の広場前を流れる川の前になります。	2.314285714	A	0	0	0	1
17.png	第二球場と水辺の広場の遊歩道を挟んだ反対側	1.857142857	A	0	0	0	1
17.png	第二球場と水辺の広場との間からバラ園のほうを背にして立って左側	2.4	A	0	1	0	0
18.png	WCからカワシマビルの方向を見て、右斜め前にあるT字路のカワシマビル側の角。	2.6	A	0	1	0	0
18.png	成増駅を後ろに立ち、左に西友を見ながら行くとトイレの手前に目的地がある	3.171428571	A	0	0	1	0
18.png	前方にアクトホールがあり右手にトイレがある公園。左手側には成増駅がみえます。また後方にはカワシマビルも見えます。	2.657142857	A	1	0	0	0
18.png	成増駅から地下鉄成増駅の反対方向を見て、アクトホールの西友側道路の先	2.342857143	A	0	1	0	0
18.png	成増駅を背に西友や成増図書館側のロータリーに出ます。##ロータリーに出てすぐに右に曲がり左手に西友がある方面に左折します。すぐに左手に西友、右奥にトイレがあるT字路に出るのでその右手前が目的地です。	3.228571429	A	0	0	1	0
18.png	カワシマビルを背にしてすぐ前方に西友が見え、右側に業務スーパーが見え、左側には成増駅が見える。	2.6	A	1	0	0	0
18.png	成増駅から西友の方にある通りの途中で、WCの手前の分岐点でカワシマビルの側にある所	2.742857143	A	0	0	0	1
18.png	成増駅を背に、西友とカワシマビルの間の道を入り最初の左折する曲がり角の一画、トイレの向かい側に丸印の場所はある	3.114285714	A	0	0	1	0
18.png	右斜め前にWC、左斜め前には西友があり、後ろにカワシマビルがあり、西友までの通路の最初の角の場所。	2.942857143	A	1	0	0	1
18.png	成増駅から西友のほうに出て、公園との丁字路の公園でも西友でもない角	2.257142857	A	0	1	0	1
18.png	成増駅を西友側へ出て小林病院方面へ奥に左にアクトホールと右に公園のトイレが見えたら右手前。	2.971428571	A	0	0	1	0
18.png	成増駅の西友側出口を西友とカワシマビルとの間を歩いて、トイレの手前の西友の向かい	3.628571429	A	0	0	1	0
18.png	成増駅を出たら、西友とアクトホールのある道を進んで、一本目の右へ入る路地の手前にある右側の角です。	3.114285714	A	0	0	1	0
18.png	成増駅から、小林病院に突き当たる通りを左手に西友を見て進んだ最初の三叉路のWCの反対側の所にいます。	2.8	A	0	0	1	0
18.png	成増駅から見て西友とカワシマビルの間の道を進み分かれ道の先のWCと川島ビルの間の場所	3.028571429	A	0	0	1	0
18.png	西友とWCとカワシマビルの中心点あたりにあります。成増駅から西友とカワシマビルの間の道路にあります。	3.171428571	A	0	0	0	1
18.png	成増駅をアクトホールの西友側へ出ます。WCを向かいに西友の前の角の位置です。	2.857142857	A	0	1	0	0
18.png	成増駅のACT側にあり、公園の直ぐ側である。	1.685714286	A	0	0	0	1
18.png	成増駅の歩道橋側に出たら目の前の西友に沿って角を左に曲がり西友沿いの道路を渡った前が目的地です。	2.514285714	A	0	0	1	0
18.png	成増駅から西友がある出口を出てからカワシマビル方面に向かう。##その後、最初の角で左折してトイレのY字路まで歩くと着く。	3	A	0	0	1	0
18.png	成増駅から見て西友や図書館が並ぶ方向にあります。西友を背に立ち、駅が右手に見えるときに正面にある建物です。	2.6	A	0	1	0	0
18.png	成増駅を出て西友を左手に見ながら直進し、左右に分岐する手前のところ。	3.085714286	A	0	0	1	0
18.png	成増駅から西友を左手に見ながら小林病院へ向かう途中の右手にあるトイレの手前角です	3.2	A	0	0	1	0
18.png	西友とトイレのある公園の間の道に位置する。西友と反対側で、T字路の成増駅側に位置する。	2.742857143	A	0	0	0	1
18.png	成増駅からアクトホール方面に歩き、一つ目の分かれ道の右角が目的地、道を挟んで公園がある。	2.885714286	A	0	0	1	0
18.png	成増駅の西友側の道から一本目の丁字路にあります。道を挟んだ逆側に公衆トイレのある公園があります。また同じ区画にはカワシマビルという建物があります。	2.942857143	A	0	0	0	1
18.png	成増駅の西友側の出口を出て、西友を左手に見ながら回り込み右手に公園のトイレがある手前の路地の手前角。	2.8	A	0	0	1	0
18.png	長太郎不動産と線路の間の通路を長太郎不動産を左側に見て前に進み、西友とWCの通路側に左折し、WCの手前	2.171428571	A	0	0	1	0
18.png	成増駅のアクトホール側，道路を挟んで西友の向かい側の角に位置する．	2.628571429	A	0	0	0	1
18.png	西友とカワシマビルの間に目的地があります。	2	A	0	0	0	1
18.png	成増駅をアクトホール方面に出て、西友の正面です。道路を渡ったところにWCがあります。	3.057142857	A	0	1	0	0
18.png	西友とWCの間、西友とWCの間、西友とWCの間、西友とWCの間、西友とWCの間	2.028571429	A	0	0	0	1
18.png	業務スーパーから成増駅のほうを見て、カワシマビルと西友の真ん中あたりで交差点に接した場所。	2.514285714	A	0	1	0	0
18.png	成増駅を出て、左側に西友を見て直進。分岐点角の右側に目的の場所。	2.542857143	A	0	0	1	0
18.png	成増駅前に位置していて西友の向かいにある。裏にはカワシマビルが配置している。	2.828571429	A	1	0	0	0
18.png	成増駅の近く、カワシマビルの隣、通りを挟んで西友の向かい、トイレの向かい。	3	A	0	0	0	1
18.png	業務スーパーから西友方面の通りを突き当りまで直進し、T字路の左側の角のところ	2.885714286	A	0	0	1	0
18.png	成増駅の西友側、小林病院と西友とｗｃのある公園の三叉路で小林病院を背に線路側に進み公園を過ぎた丁字路の左手の地点	3	A	0	0	1	1
18.png	成増駅を左側の見る位置で正面に西友が入るビルがあり、右に公衆トイレのある公園が場所にいる。	2.571428571	A	1	0	0	0
18.png	すぐ左に西友があり後ろには成増駅がある。前に進むと小林病院があり業務スーパーがある	1.942857143	A	1	0	0	0
19.png	下赤塚公園中にあるトイレを背中に進み公園を出たら、三叉路になっているので、ヤマト運輸の方面の道を行ったら一つ目の角にある	2.542857143	A	0	0	1	0
19.png	成増小学校のグランドを背にして、みやこ幼稚園の方角	1.6	A	0	1	0	0
19.png	下赤塚公園からヤマト運輸方面に向かい、ヤマト運輸手前の路地の角	3.628571429	A	0	0	1	0
19.png	成増1丁目の社会教育会館と創価学会の建物の間の道を成増小学校の方向に進み、ヤマト運輸の角を左折して次の右折する角が●です。	2.914285714	A	0	0	1	0
19.png	下赤塚公園を背中にしてヤマト運輸の方に進み、一つ目の角のヤマト運輸側。	3.428571429	A	0	0	1	0
19.png	社会教育会館と創価学会の間からヤマト運輸の方向を見て、ヤマト運輸の左側の場所。	2.485714286	A	0	1	0	0
19.png	すぐ後ろにヤマト運輸があり前に進むと下赤塚公園かある。右の方にはセブンイレブンがある、	2.2	A	1	0	0	0
19.png	セブンイレブンの交差点を、成増小学校側に直進して、1つ目の交差点を右折。1つ目の路地の手前角が目的地	3.028571429	A	0	0	1	0
19.png	ヤマト運輸の敷地の角にあり、敷地内の向かい合った角にセブンイレブンがあって、道路を挟んだ向かい側にみやこがある場所	2.714285714	A	0	0	0	1
19.png	創価学会を背にし　下赤塚公園を目標に前方に進み　そこから右側のヤマト運輸方面に進み　目標値はヤマト運輸の手前にあります	2.914285714	A	0	0	1	0
19.png	創価学会と社会教育会館の間の道を創価学会を左側に見て前に進み、ヤマト運輸のある交差点を左折した先の右側	3.142857143	A	0	0	1	0
19.png	成増小学校と下赤塚公園の中間にあります。ヤマト運輸のある十字路を、下赤塚公園に向かって進んだ、1つめのT字路にある、手前側の建物です。	3.371428571	A	0	0	1	1
19.png	下赤塚公園の近く。公園と小学校の間にあるヤマト運輸の隣。	2.485714286	A	0	0	0	1
19.png	創価学会と社会教育会館の間の大通りを、右手に成増小学校を見ながら進み、ヤマト運輸のある十字路を左に曲がると右側にある	3.028571429	A	0	0	1	0
19.png	右手にヤマト運輸があり、左手に下赤塚公園があり、後ろにはみやこがあり、ヤマト運輸から下赤塚公園に向かう通りの最初の角の場所。	2.8	A	1	1	0	0
19.png	場所は成増小学校のある通りをセブンイレブン方面に向かって進みます。四つ角にあるヤマト運輸を下赤塚公園に向って進み小道の手前にあります。	3.2	A	0	0	1	0
19.png	セブンイレブンからヤマト運輸に向かって通路を進んで、交差点を右に曲がり、最初の細い路地の入口が目的地。	3.4	A	0	0	1	0
19.png	ヤマト運輸と下赤塚公園の間にありヤマト運輸横の地点。正面に「みやこ」があります。	3.342857143	A	1	0	0	1
19.png	セブンイレブンから直進してヤマト運輸の角を右折し、下赤塚公園に向かう途中の路地へ入る角。	2.8	A	0	0	1	0
19.png	大通りを走行して、下赤塚公園を通り過ぎヤマト運輸の向かい側に所在する	1.942857143	A	0	0	1	0
19.png	成増1にある成増小学校の校庭の角をセブンイレブンの方向に進みヤマト運輸の交差点を左折すると右側が目的地です。	2.657142857	A	0	0	1	0
19.png	社会教育会館と創価学会の間を通っている道を成増小を右手に見ながら進む。しばらく行くと左手にヤマト運輸があるのでそこを左に曲がる。下赤塚公園の三差路が目視できる地点	2.914285714	A	0	0	1	0
19.png	前にヤマト運輸が見え右手にはみやこという建物がみえます。背中側には下赤塚公園があります。	2.771428571	A	1	0	0	0
19.png	下赤塚公園のY字路側を後ろに次のT字交差点を直進してすぐかつヤマト運輸の手前に目的の場所があります。	2.542857143	A	0	0	1	0
19.png	下赤塚公園から成増小学校のある大通りに向かいます。途中にヤマト運輸がありますので、その手前の位置です。	2.828571429	A	0	0	1	0
19.png	下赤塚公園からみやこ幼稚園を右側にして進んだ左側のヤマト運輸の手前角	2.285714286	A	0	0	1	0
19.png	下赤塚公園の近くにあるみやことセブンイレブンの間の道	1.971428571	A	0	0	0	1
19.png	同じブロック内にはセブンイレブンとヤマト運輸があり、下赤塚公園とヤマト運輸の中間に位置します。その建物を背にして正面にはみやこ幼稚園が見えます。	2.771428571	A	1	0	0	1
19.png	ヤマト運輸と下赤塚公園の間にあり、ヤマト運輸の真後ろにあります。路地の手前側です。	2.828571429	A	1	0	0	1
19.png	成増１丁目のファミリーマートから成増小の方へ、成増小と社会教育会館の間を抜け、一本目の交差点を右に、左角にヤマト運輸が見えたら、その交差点を左に入り、一本目の右路地のある角。	3.314285714	A	0	0	1	0
19.png	大通りから成増小学校の方に入っていった先をヤマト運輸で左折し、一つ目の右角。	2.857142857	A	0	0	1	0
19.png	ヤマト運輸の角から、公園の方へ向かって歩くと、右手に道が有ります。目標地点は、先刻述べたヤマト運輸前の通りと、右手の道の交差する地点です、角です。	3.171428571	A	0	0	1	0
19.png	セブンイレブンのある角から、広い方の道に出て、最初にある交差点で右折し、次に見える、右に曲がる道の手前の場所。	2.514285714	A	0	0	1	0
19.png	左側にヤマト運輸がある。細い道路を挟んで右側に建物がある。その建物の前を通ると下赤塚公園がある。	2.485714286	A	0	1	0	0
19.png	成増小学校のプール沿いの道を、プールを左手にして進みます。小学校の角の交差点を右折し、次のヤマト運輸のある交差点を左折します。ヤマト運輸の隣の場所が目的地です。仇竿地の道路の手前、と覚えてください	2.685714286	A	0	0	1	0
19.png	成増小学校の前に社会教育会館があるので右側に進むと交差点を右折し直進するとヤマト運輸前にあります。	2.342857143	A	0	0	1	0
19.png	成増小学校を大通りと反対方向に移動して、ヤマト運輸の角を店舗側に入って最初の行き止まり道路の角	2.457142857	A	0	0	1	0
19.png	私は板橋区成増1丁目にあるみやこ幼稚園前にいます。みやこ幼稚園前の通りを渡った直ぐにヤマト運輸の看板がありそれが目印となるところに目的地があります。	2.8	A	0	0	1	0
19.png	成増小学校と社会教育会館の間の道を、創価学会のある方向に小学校の敷地に沿って進み、最初の交差点を右に曲がります。そのまま直進し、ヤマト運輸のある交差点を右に曲がった先が目的地の??です。	2.885714286	A	0	0	1	0
19.png	社会教育会館、成増小学校の先にあるヤマト運輸のある交差点を左折してすぐのところです。	2.857142857	A	0	0	1	0
02.png	表参道駅を出るとみずほ銀行や明治安田生命ビル、向かい側にはONE、アニヴェルセル、セブンイレブンなどがある通りがあります。そのアニヴェルセルとセブンイレブンの間にあるのが目的地の●です。	3.4	A	0	1	0	0
02.png	ヴァンセットビルと大松稲荷の間から秋葉神社の方を見て、右側伊藤病院の手前	2.371428571	A	0	1	0	0
02.png	表参道駅から北青山三丁目方向へ行った駅の近く	1.285714286	A	0	0	1	0
02.png	表参道駅の明治安田生命ビルの側に背中を向けて立つと左手の側に伊藤病院、隣にセブンイレブンがあり、そのセブンイレブンの隣り。オーク表参道の前から見ると、ちょうど表参道駅を挟んだ道の向かい。	3.314285714	A	1	0	0	0
02.png	オーク表参道から明治安田生命ビル、みずほ銀行と並ぶ通りの反対側で、セブン-イレブンとアニヴェルセルのと間。	3.257142857	A	0	1	0	1
